Pos,Num,name,Equipe,gender,Cat,Por Categoria,TOP 100,KM10,"KM21,1","KM 26,2",KM 30,"KM 34,2",time,Tempo Bruto,Vel.Média
1762,13682,RODRIGO DO NASCIMENTO MACHADO,TEAM PATRICIA DE PAULA,Masculino,PRE-VETM,648,,0:54:31,1:54:55,2:24:41,2:47:36,3:14:39,4:09:00,4:24:28,"10,17"
1763,12073,MARCOS JOSE DE MELO,LOGOALI,Masculino,PRE-VETM,649,,0:54:08,1:57:29,2:27:50,2:49:59,3:17:25,4:09:00,4:11:19,"10,17"
1764,10794,HELEN B,NAJARA LOUZADA,Feminino,PRE-VETF,85,,0:59:20,2:00:58,2:31:47,2:53:54,3:18:00,4:09:08,4:20:48,"10,16"
1765,12016,MARCEL YOUNG,,Masculino,PRE-VETM,650,,0:49:18,1:43:56,2:11:57,2:32:08,2:56:11,4:09:11,4:13:31,"10,16"
1766,12819,DIEGO GUERRERO MUNIZ,,Masculino,PRE-VETM,651,,0:54:04,1:53:35,2:22:54,2:46:09,3:12:47,4:09:15,4:21:35,"10,16"
1767,12627,ANGELICA DE FATIMA TEIXEIRA FREIRE,FORTES TRAINING/GALERA DO PACE,Feminino,MASTF,78,,0:59:40,2:05:08,2:35:57,2:58:27,3:22:12,4:09:15,4:23:43,"10,16"
1768,15522,MINEO KANEKO,,Masculino,VET1M,212,,0:57:45,2:01:20,2:31:17,2:53:56,3:19:04,4:09:17,4:38:09,"10,16"
1769,11486,DENIS ANDRADE,DPNRUN,Masculino,VET1M,213,,0:55:12,1:56:25,2:25:52,2:48:17,3:12:53,4:09:17,4:11:30,"10,16"
1770,13831,VICTOR MASSASHI SHINTO,SHINTO,Masculino,MASTM,539,,0:56:48,1:59:08,2:29:12,2:51:26,3:16:09,4:09:23,4:31:09,"10,15"
1771,13739,SERGIO ANDRE PILON,,Masculino,VET1M,214,,0:55:43,1:58:01,2:28:32,2:51:21,3:16:32,4:09:23,4:25:37,"10,15"
1772,13903,ACACIO GUSTAVO,,Masculino,PRE-VETM,652,,0:57:31,2:01:39,2:32:28,2:54:55,3:19:27,4:09:23,4:31:40,"10,15"
1773,12961,FABIANO LEME MARIN,BROTHERS RUN,Masculino,MASTM,540,,0:56:14,1:59:39,2:29:58,2:52:51,3:17:51,4:09:24,4:22:10,"10,15"
1774,10843,JOSE ALVES FERREIRA,,Masculino,VET2M,52,,0:47:12,1:42:41,2:14:39,2:41:09,3:07:53,4:09:24,4:10:47,"10,15"
1775,13392,MARCELO MONTE DE AZEVEDO,AVULSO,Masculino,VET1M,215,,0:54:59,1:56:31,2:27:18,2:50:08,3:15:42,4:09:24,4:25:24,"10,15"
1776,12400,TAINA BERTINI DE ALENCAR,PANELADANOITE,Feminino,MASTF,79,,0:53:12,1:53:55,2:23:36,2:46:15,3:11:30,4:09:29,4:13:24,"10,15"
1777,13606,RAUL GREGO LEMOS,,Masculino,ADULM,91,,0:57:23,1:59:43,2:28:53,2:50:25,3:14:54,4:09:29,4:33:06,"10,15"
1778,15287,FABIO MAKOTO HIGUCHI,,Masculino,PRE-VETM,653,,1:00:30,2:04:05,2:34:10,2:57:08,3:21:15,4:09:33,4:37:18,"10,15"
1779,11872,JOSE VENANCIO DA SILVA NETO,PDEVENTO,Masculino,PRE-VETM,654,,0:53:16,1:53:59,2:23:49,,3:11:40,4:09:35,4:13:27,"10,14"
1780,14853,RICARDO SATO,,Masculino,VET1M,216,,1:00:13,2:07:05,2:37:54,3:00:07,3:23:34,4:09:36,4:33:51,"10,14"
1781,13380,MARCELIANO HOLANDA DE SOUSA,,Masculino,PRE-VETM,655,,0:54:26,1:55:18,2:25:30,2:49:22,3:14:39,4:09:38,4:22:38,"10,14"
1782,13259,JULIO CEZAR LOPES,,Masculino,PRE-VETM,656,,0:56:40,2:00:06,2:31:37,2:53:54,3:18:49,4:09:41,4:12:14,"10,14"
1783,14631,MARCELO ALESSANDRO DE SOUZA CINTRA,MARATONISTA,Masculino,PRE-VETM,657,,1:01:08,2:12:16,,2:30:08,3:01:55,4:09:44,4:33:24,"10,14"
1784,11467,DANILO SOUZA SILVA,NANDINHAEDANOSIRMAOS,Masculino,MASTM,541,,0:45:15,1:37:31,2:09:50,2:35:24,3:05:14,4:09:45,4:11:51,"10,14"
1785,12250,REINALDO NAKAHIRA,AVULSO,Masculino,VET1M,217,,0:55:33,1:58:01,2:27:23,2:48:26,3:13:41,4:09:46,4:11:42,"10,14"
1786,15320,GELZO LUIZ DA SILVEIRA,,Masculino,PRE-VETM,658,,0:49:29,1:45:54,2:15:26,2:39:58,3:08:49,4:09:48,4:36:44,"10,14"
1787,13095,GUILHERME GNECCO SOARES PAGANI,GUIBA,Masculino,PRE-VETM,659,,0:57:29,1:59:52,,,3:15:56,4:09:51,4:33:26,"10,13"
1788,14298,FABRICIO LOURENCO RAINATTO,,Masculino,PRE-VETM,660,,0:58:49,2:00:57,2:30:50,2:54:15,3:18:42,4:09:52,4:25:03,"10,13"
1789,13422,MARCOS ANTONIO DOS SANTOS,,Masculino,VET1M,218,,0:57:14,1:58:47,2:28:15,2:50:09,3:14:56,4:09:52,4:35:20,"10,13"
1790,14832,RENATA RIBEIRO PIRES,MARCIA PROENCA,Feminino,PRE-VETF,86,,0:55:02,1:57:06,2:27:21,2:53:15,3:18:34,4:09:58,4:32:05,"10,13"
1791,13550,PAULO HENRIQUE DE MORAIS SILVA,CALANGOS DO ASFALTO,Masculino,MASTM,542,,0:55:36,1:58:31,2:29:15,2:50:32,3:17:07,4:09:58,4:22:00,"10,13"
1792,14573,LUCIA HELENA VIEIRA DA SILVA,,Feminino,VET1F,26,,0:55:58,2:00:03,2:31:24,2:54:36,3:19:41,4:09:59,4:33:12,"10,13"
1793,12829,DIRCEU FERNANDES BATISTA,UNIFEOB,Masculino,MASTM,543,,0:53:35,1:53:49,2:28:42,2:50:58,3:18:04,4:09:59,4:26:02,"10,13"
1794,11574,ELIZABETE LOPES,,Feminino,VET1F,27,,0:53:46,1:54:08,2:24:01,2:47:30,3:13:49,4:10:01,4:12:51,"10,13"
1795,14434,JAIR BARBOSA,AMIGOS SUPERACAO,Masculino,VET2M,53,,0:56:58,2:07:36,,2:39:34,3:13:10,4:10:01,4:31:46,"10,13"
1796,12958,FABIANO DIZARO,AVULSO,Masculino,PRE-VETM,661,,0:53:24,1:50:01,2:19:40,2:43:55,3:12:12,4:10:02,4:22:19,"10,13"
1797,12444,VAGNER AUGUSTO DA SILVA,,Masculino,VET1M,219,,0:54:20,1:54:27,2:25:24,2:48:41,3:14:51,4:10:02,4:14:55,"10,13"
1798,11356,BRUNO MISHIMA NAGAMINE,GR,Masculino,PRE-VETM,662,,0:52:45,1:50:24,2:20:19,2:41:21,3:05:44,4:10:04,4:12:58,"10,12"
1799,11065,RICARDO OLIVEIRA DE SANTANA,SCOOBY RUNNERS,Masculino,PRE-VETM,663,,0:57:45,1:57:46,2:26:49,2:48:39,3:14:09,4:10:04,4:33:31,"10,12"
1800,13133,HUMBERTO POZZI,IGOR NICOLAU TEAM,Masculino,MASTM,544,,0:59:40,2:02:33,2:32:36,2:54:19,3:17:35,4:10:05,4:24:16,"10,12"
1801,13855,WALTER FERREIRA,S2 ASSESSORIA,Masculino,VET1M,220,,0:54:23,1:54:21,2:24:37,2:48:37,3:15:30,4:10:05,4:25:44,"10,12"
1802,14177,DENISE CAIRES,,Feminino,PRE-VETF,87,,1:01:30,2:05:25,2:35:49,2:58:17,3:22:11,4:10:06,4:32:12,"10,12"
1803,12982,FABRICIO PERPETUO DA SILVA,,Masculino,MASTM,545,,0:56:29,1:58:12,2:27:28,2:49:06,3:16:26,4:10:09,4:27:00,"10,12"
1804,12569,ALVARO STANGARONE,,Masculino,PRE-VETM,664,,0:54:50,1:57:40,2:27:18,2:49:40,3:16:06,4:10:10,4:15:23,"10,12"
1805,13771,TAMARA ANDREATO JASCHKE,,Feminino,PRE-VETF,88,,0:56:01,1:59:20,2:31:03,2:54:16,3:20:07,4:10:12,4:24:37,"10,12"
1806,12299,ROBERTO PEREIRA DO NASCIMENTO,CAODERAA,Masculino,MASTM,546,,0:56:35,2:00:23,2:28:56,2:49:53,3:14:54,4:10:16,4:22:15,"10,12"
1807,15240,DIOGO FERREIRA DE LIMA LOPES,,Masculino,MASTM,547,,0:56:21,1:57:54,2:26:52,2:51:30,3:19:19,4:10:16,4:40:34,"10,12"
1808,12405,TARCISIO DE LIMA SILVA,AMIGOSRUNNERS,Masculino,VET1M,221,,0:49:52,1:47:49,2:17:37,2:41:33,3:16:27,4:10:18,4:14:22,"10,12"
1809,12980,FABRICIO CHI BARREIRO,ONE MAN TEAM,Masculino,PRE-VETM,665,,0:58:16,2:00:13,2:29:41,2:52:00,3:16:46,4:10:18,4:14:43,"10,12"
1810,11468,DANNYEL SIEBURTH,STUDIO BALANCE,Masculino,MASTM,548,,0:59:32,2:04:28,2:35:19,2:57:42,3:22:25,4:10:27,4:12:25,"10,11"
1811,14315,FERNANDO CESAR CREPALDI,,Masculino,PRE-VETM,666,,0:56:53,1:59:32,2:29:13,2:51:15,3:17:03,4:10:27,4:33:36,"10,11"
1812,14882,RODRIGO CONTO,GOODRUNNING,Masculino,PRE-VETM,667,,0:54:09,1:55:47,2:25:25,2:48:38,3:14:58,4:10:27,4:24:22,"10,11"
1813,13148,IVAN AUGUSTO FERNANDES,,Masculino,MASTM,549,,0:51:08,1:51:36,2:20:26,2:42:49,3:09:48,4:10:28,4:21:56,"10,11"
1814,13314,LINO BARRETO JUNIOR,,Masculino,MASTM,550,,0:53:54,1:51:58,2:19:38,2:40:59,3:05:04,4:10:29,4:33:37,"10,11"
1815,12425,THIAGO SOUZA QUEIROZ,,Masculino,MASTM,551,,0:55:31,1:58:25,2:29:04,2:52:39,3:18:23,4:10:35,4:26:06,"10,10"
1816,13729,SANDRA MARA DE ALMEIDA VIZIACK,,Feminino,PRE-VETF,89,,0:59:41,2:04:56,2:35:42,2:59:04,3:22:23,4:10:37,4:27:32,"10,10"
1817,15641,ROSILDA APARECIDA DOS SANTOS,,Feminino,VET1F,28,,0:57:08,2:00:14,2:34:21,2:59:11,3:21:34,4:10:38,4:27:25,"10,10"
1818,15030,WAGNER BARRETO,TUIKLARARUNNING,Masculino,PRE-VETM,668,,0:54:15,1:51:56,2:19:16,2:39:34,3:04:16,4:10:39,4:33:49,"10,10"
1819,11470,DARIO DA SILVA CAMPOS,,Masculino,MASTM,552,,0:52:35,1:52:39,2:28:17,2:50:46,3:16:17,4:10:41,4:13:14,"10,10"
1820,12990,FELIPE FONTES MIKAMI,APTI TRAINING,Masculino,MASTM,553,,0:57:32,2:01:05,2:31:58,2:54:34,3:19:45,4:10:45,4:27:33,"10,10"
1821,13406,MARCIA LACERDA,,Feminino,VET1F,29,,0:56:41,2:00:11,2:31:07,2:53:47,3:18:44,4:10:47,4:23:45,"10,10"
1822,12316,RODRIGO DOS SANTOS,RODRIGO,Masculino,MASTM,554,,0:51:25,1:49:26,2:19:34,2:44:27,3:17:16,4:10:48,4:13:17,"10,09"
1823,15221,DANIEL PAULA DE ASSIS,DANIEL,Masculino,PRE-VETM,669,,0:57:34,2:01:39,2:30:41,2:52:44,3:18:04,4:10:48,4:37:50,"10,09"
1824,12758,CLEVER KOITI TAKAKURA,AVULSO,Masculino,PRE-VETM,670,,0:54:17,1:55:29,2:25:27,2:47:08,3:12:14,4:10:51,4:25:30,"10,09"
1825,11391,CARLOS SENA,INDIVIDUAL,Masculino,VET1M,222,,0:54:37,1:55:41,2:26:05,2:49:30,3:16:24,4:10:53,4:23:14,"10,09"
1826,10823,JOAO EDUARDO RANDOLI,,Masculino,VET1M,223,,0:54:06,1:55:38,2:26:23,2:49:27,3:15:57,4:11:00,4:14:40,"10,09"
1827,15625,RODRIGO LEMOS,AVULSO,Masculino,MASTM,555,,0:54:36,1:58:53,2:28:40,2:51:05,3:17:08,4:11:00,4:38:45,"10,09"
1828,14920,SANDRO ALAN TOFOLI DOS SANTOS,,Masculino,PRE-VETM,671,,0:55:20,1:57:23,2:26:19,2:49:55,3:14:15,4:11:03,4:33:29,"10,09"
1829,12583,ANALETE PAIXAO PEREIRA ANSELMO,SUPER GIRLS,Feminino,PRE-VETF,90,,0:54:55,1:55:52,2:26:12,2:48:48,3:14:23,4:11:08,4:12:42,"10,08"
1830,12184,PABLO MESSIAS ANDRADE,EQUIPOEIRA,Masculino,MASTM,556,,0:56:21,1:59:28,2:28:47,2:51:27,3:17:50,4:11:13,4:16:17,"10,08"
1831,15126,ALVARO MITSUNORI NISHIKAWA,APOLLOASSESSORIAESPORTIVA,Masculino,MASTM,557,,0:59:51,2:03:53,2:34:44,2:57:04,3:21:10,4:11:18,4:34:28,"10,07"
1832,11012,PAULO OLIVEIRA LIMA,,Masculino,PRE-VETM,672,,0:51:18,1:48:58,2:17:04,2:41:02,3:10:34,4:11:19,4:14:05,"10,07"
1833,14844,RENILSON CARDOSO ALMEIDA,,Masculino,PRE-VETM,673,,0:53:39,1:51:45,2:21:55,2:45:09,3:13:21,4:11:20,4:28:43,"10,07"
1834,13138,INACIO PEREIRA DOS SANTOS,GUERREIROS,Masculino,VET1M,224,,0:53:45,1:55:12,2:24:24,2:46:24,3:13:13,4:11:21,4:33:29,"10,07"
1835,14110,CLAUDIO GONCALVES,,Masculino,PRE-VETM,674,,0:53:43,1:55:10,2:24:23,2:46:23,3:13:10,4:11:21,4:33:30,"10,07"
1836,11757,HUGO LISBOA,,Masculino,PRE-VETM,675,,0:57:39,2:00:36,2:30:19,2:52:34,3:16:33,4:11:24,4:17:15,"10,07"
1837,14501,JULIANA ARRIEL,,Feminino,MASTF,80,,1:01:46,2:05:20,2:36:18,2:59:28,3:23:28,4:11:24,4:26:41,"10,07"
1838,14593,LUIZ ALVES,ERICK DUARTE TEAMS,Masculino,PRE-VETM,676,,1:01:31,2:06:17,2:36:32,2:58:07,3:22:11,4:11:25,4:33:22,"10,07"
1839,13214,JOSE CICERO ALVES DA SILVA,,Masculino,VET1M,225,,,2:04:07,2:32:22,2:54:20,3:18:02,4:11:26,4:11:26,"10,07"
1840,14461,JOHNY ARRIEL,,Masculino,MASTM,558,,1:01:46,2:05:21,2:36:19,2:59:29,3:23:26,4:11:27,4:26:43,"10,07"
1841,12930,ENRICO ALOISI NARDI,,Masculino,ADULM,92,,0:56:14,1:58:14,2:27:13,2:50:25,3:16:16,4:11:30,4:28:34,"10,07"
1842,13283,LAERTE MARENGO FILHO,CLUBEDACORRIDABERTOLINO,Masculino,VET2M,54,,0:59:11,2:03:00,2:34:13,2:56:50,3:20:46,4:11:32,4:28:50,"10,07"
1843,12523,AGIB LARANJEIRAS DOMINGOS,AVULSO,Masculino,PRE-VETM,677,,0:55:49,1:54:24,2:24:48,2:46:48,3:13:53,4:11:36,4:28:03,"10,06"
1844,13667,ROBERTO DOS SANTOS ALVES,TO2 RUN,Masculino,PRE-VETM,678,,0:56:07,1:58:51,2:28:45,2:51:20,3:17:13,4:11:38,4:26:28,"10,06"
1845,11350,BRUNO DO PRADO SANTOS,,Masculino,MASTM,559,,0:55:57,2:00:20,2:31:35,2:52:53,3:17:27,4:11:38,4:33:24,"10,06"
1846,15842,ERIK MAZZETTO,,Masculino,MASTM,560,,1:02:17,2:08:30,2:39:05,3:01:40,3:25:36,4:11:45,4:42:17,"10,06"
1847,14925,SARTO BRAYNER,PDURO,Masculino,VET1M,226,,1:02:10,2:07:25,2:38:20,3:00:42,3:24:17,4:11:48,4:36:44,"10,06"
1848,12827,DIOGO MOTA,,Masculino,PRE-VETM,679,,0:52:51,1:54:38,2:24:06,2:49:44,3:17:17,4:11:50,4:15:04,"10,05"
1849,12098,MARILIA PAULA MISAEL BARBOSA,RPFDEPTOESPORTESSJBV,Feminino,MASTF,81,,0:56:55,2:00:59,2:33:24,2:57:11,3:21:30,4:11:50,4:16:46,"10,05"
1850,15484,MARCUS GARCIA,T3 IRON TEAM,Masculino,VET1M,227,,1:00:05,2:03:06,2:32:00,2:53:12,3:17:24,4:11:51,4:38:22,"10,05"
1851,12817,DIEGO FELIPE CAPELLO DE OLIVEIRA,,Masculino,MASTM,561,,0:55:29,1:57:07,2:26:25,2:49:49,3:15:48,4:11:54,4:27:01,"10,05"
1852,14155,DANIEL TAVARES DE GOES,GOES,Masculino,PRE-VETM,680,,0:56:39,1:57:24,2:28:07,2:49:42,3:15:58,4:11:58,4:38:27,"10,05"
1853,12933,ERICO ALVES MOREIRA,,Masculino,PRE-VETM,681,,1:01:13,2:07:58,2:38:35,3:00:55,3:24:46,4:12:00,4:28:46,"10,05"
1854,13063,GENI BARROS KNOOR,,Feminino,PRE-VETF,91,,0:54:16,1:56:49,2:26:11,2:49:25,3:16:47,4:12:02,4:24:05,"10,05"
1855,13271,KELLI CAROLINA MOREIRA RODRIGUES,,Feminino,MASTF,82,,0:56:28,2:00:14,2:31:55,2:55:38,3:21:04,4:12:05,4:24:06,"10,04"
1856,12058,MARCO ANTONIO MOLINA,,Masculino,VET1M,228,,0:55:35,1:56:50,2:26:28,2:48:28,3:13:14,4:12:14,4:16:20,"10,04"
1857,11331,ARLEI DO NASCIMENTO,SOOSFORTES,Masculino,VET1M,229,,0:58:31,2:02:53,2:32:57,2:55:24,3:20:51,4:12:16,4:17:29,"10,04"
1858,13481,MICHEL SANTOS,,Masculino,PRE-VETM,682,,0:58:48,2:00:31,2:30:01,2:52:19,3:16:54,4:12:18,4:29:29,"10,04"
1859,13585,RAFAEL MARTINS,MOVASE,Masculino,PRE-VETM,683,,0:55:07,1:55:27,2:26:25,2:48:47,3:15:47,4:12:22,4:25:12,"10,03"
1860,14979,THIAGO RAFAEL JULIATTI BATINGA BATINGA,ADALBERTO GARCIA,Masculino,MASTM,562,,1:01:06,2:04:39,2:38:05,3:00:19,3:24:31,4:12:25,4:36:14,"10,03"
1861,15737,VALDOMIRO ALEXANDRE DA SILVA,VALDOMIRO ALEXANDRE,Masculino,VET1M,230,,0:58:18,2:03:06,2:34:24,2:57:17,3:21:53,4:12:27,4:39:41,"10,03"
1862,13775,TATIANA DIAS RIBEIRO,MOOVE,Feminino,ADULF,14,,0:57:23,1:59:29,2:30:04,2:52:24,3:18:43,4:12:29,4:27:01,"10,03"
1863,15806,ANDRE DE PAULA OLIVEIRA,,Masculino,MASTM,563,,1:01:37,2:07:38,2:38:25,3:00:32,3:24:06,4:12:29,4:42:35,"10,03"
1864,10729,FABIO LUIZ FELICIANO CAVALCANTE,AVULSO,Masculino,PRE-VETM,684,,0:48:32,1:44:22,2:17:17,2:43:43,3:15:11,4:12:29,4:12:51,"10,03"
1865,12611,ANDRE LUIZ BERNARDES FERREIRA,LIBERI,Masculino,ADULM,93,,0:58:26,2:02:53,2:34:13,2:58:28,3:23:03,4:12:30,4:24:54,"10,03"
1866,12800,DAVID GONCALVES DOS SANTOS,ASSESSORIA ESPORTIVA ADRIANO PACHECO,Masculino,PRE-VETM,685,,0:59:40,2:06:33,2:37:19,3:00:07,3:24:42,4:12:33,4:29:10,"10,02"
1867,15128,ALVARO VALACI,,Masculino,ADULM,94,,0:59:24,2:02:48,2:32:00,2:52:48,3:18:28,4:12:34,4:41:05,"10,02"
1868,10657,DIOGO FERREIRA DOS SANTOS,,Masculino,PRE-VETM,686,,0:54:21,1:56:20,2:26:51,2:49:51,3:16:14,4:12:35,4:21:10,"10,02"
1869,15034,WAGNER FERNANDES DA SILVA,WAWA,Masculino,PRE-VETM,687,,1:00:27,2:08:31,2:39:59,3:02:44,3:27:10,4:12:43,4:34:38,"10,02"
1870,14465,JORGE JOAQUIM DE MORAES TODESCHINI,FLUXOASSESSORIA,Masculino,VET1M,231,,0:54:00,1:52:57,2:21:51,2:44:04,3:10:10,4:12:46,4:38:41,"10,02"
1871,12899,ELENICE MARIA DANTAS,TARJA PRETA,Feminino,PRE-VETF,92,,0:59:01,2:05:54,2:36:29,2:59:11,3:24:35,4:12:46,4:28:49,"10,02"
1872,13256,JULIANO COIMBRA BARBOSA,AVULSO,Masculino,PRE-VETM,688,,0:53:21,1:54:11,2:26:04,2:50:40,3:17:56,4:12:46,4:15:17,"10,02"
1873,11473,DAVI CESAR CASAL,,Masculino,PRE-VETM,689,,0:51:51,1:51:59,2:24:51,2:49:30,3:18:52,4:12:46,4:16:33,"10,02"
1874,14490,JOSE RICARDO BATISTA,,Masculino,MASTM,564,,1:00:41,2:04:26,2:34:41,2:56:16,3:20:47,4:12:53,4:30:51,"10,01"
1875,14561,LILIAN LEIKA INUI,ADIDASRUNNERS,Feminino,PRE-VETF,93,,0:56:06,1:58:37,2:33:06,2:58:27,3:23:20,4:12:55,4:26:16,"10,01"
1876,14590,LUIS CARLOS MENDES DE SOUZA,,Masculino,VET2M,55,,0:58:24,2:02:48,2:33:22,2:56:06,3:21:46,4:12:58,4:37:14,"10,01"
1877,14435,JAIR CESAR PINTO DE AGUIAR,PEGASUS,Masculino,VET2M,56,,0:58:48,2:02:22,2:32:50,2:54:48,3:18:49,4:13:01,4:27:24,"10,01"
1878,13093,GUILHERME ALVES DE ALMEIDA,CORRIDASIMPLES,Masculino,MASTM,565,,1:00:35,2:07:48,2:38:14,3:00:29,3:24:56,4:13:01,4:38:15,"10,01"
1879,15035,WAGNER MIRA,GRAETEAM,Masculino,VET1M,232,,0:56:20,1:56:19,2:25:25,2:47:39,3:14:25,4:13:02,4:25:25,"10,01"
1880,13435,MARCOS VINICIUS CAMPOS,,Masculino,PRE-VETM,690,,0:56:43,1:58:23,2:28:36,2:51:11,3:16:44,4:13:04,4:28:58,"10,00"
1881,13506,NATHAN NUNES FIRMINO,,Masculino,ADULM,95,,0:53:42,1:54:24,2:25:11,2:50:53,3:18:58,4:13:06,4:27:04,"10,00"
1882,10752,FLAVIO CAMPOS BARBOZA,,Masculino,PRE-VETM,691,,0:53:41,1:54:23,2:25:05,2:50:56,3:18:54,4:13:07,4:27:06,"10,00"
1883,12496,WALDIR PIMENTEL,SESC,Masculino,VET2M,57,,0:55:36,1:57:53,2:29:15,2:54:09,3:19:57,4:13:11,4:17:39,"10,00"
1884,12959,FABIANO FERREIRA,RUNVALLEY,Masculino,PRE-VETM,692,,0:55:25,1:58:25,2:28:38,2:51:11,3:15:54,4:13:14,4:25:11,"10,00"
1885,13901,ABEL FALCIROLLI,,Masculino,MASTM,566,,0:56:02,1:59:55,2:30:01,2:53:35,3:18:34,4:13:16,4:37:34,"10,00"
1886,12002,LUIZ HENRIQUE SOUZA AXELSON,,Masculino,ADULM,96,,0:57:40,2:01:15,2:31:14,2:53:18,3:18:22,4:13:16,4:18:07,"10,00"
1887,14495,JOSEANE DA SILVA FALCIROLLI,,Feminino,PRE-VETF,94,,0:56:02,1:59:55,2:30:01,2:53:37,3:18:41,4:13:17,4:37:35,"10,00"
1888,12976,FABIO SANCHES,SANCHES,Masculino,PRE-VETM,693,,0:55:37,1:58:41,2:28:49,2:50:51,3:18:03,4:13:19,4:25:00,"9,99"
1889,12231,RAFAEL DE OLIVEIRA,PAPODEMARATONISTAS,Masculino,PRE-VETM,694,,0:52:41,1:53:07,2:24:29,2:47:37,3:16:06,4:13:19,4:15:11,"9,99"
1890,11639,FABRICIO MIGUEL ALVES,TREINARRUNNING,Masculino,MASTM,567,,0:52:00,1:49:58,2:20:46,2:46:19,3:14:15,4:13:26,4:26:05,"9,99"
1891,12483,VITOR HUGO DE JESUS HENRIQUE,,Masculino,ADULM,97,,0:56:09,1:53:24,2:21:34,2:46:14,3:13:11,4:13:26,4:18:32,"9,99"
1892,11596,EVA MATOS PINHO,,Feminino,PRE-VETF,95,,0:58:09,2:04:12,2:35:11,2:57:13,3:21:20,4:13:30,4:17:42,"9,99"
1893,15153,ANTONIO ROZADO DESPOZETO,,Masculino,VET2M,58,,0:57:37,2:03:46,2:36:28,2:59:10,3:24:19,4:13:31,4:15:45,"9,99"
1894,13597,RAIANN ROCHA DIAS,,Masculino,ADULM,98,,0:56:53,2:00:15,2:33:32,2:55:36,3:21:17,4:13:32,4:32:07,"9,99"
1895,14758,OMAR BARBOSA LIMA NETO,DAIMLERLATINA,Masculino,PRE-VETM,695,,0:56:08,1:56:08,2:26:08,2:48:24,3:16:05,4:13:33,4:35:35,"9,99"
1896,13396,MARCELO PICARELLI,SCORP PAINEIRAS DO MORUMBY,Masculino,VET2M,59,,0:59:57,2:06:36,2:36:49,2:59:45,3:24:44,4:13:33,4:28:29,"9,99"
1897,11162,WASHINGTON LUIZ COSTA,,Masculino,MASTM,568,,0:42:05,1:32:49,2:26:09,3:03:07,3:28:02,4:13:33,4:13:54,"9,99"
1898,15011,VENEZIANO DE CASTRO ARAUJO,,Masculino,PRE-VETM,696,,0:56:50,2:00:06,2:30:40,2:53:22,3:18:45,4:13:33,4:35:26,"9,99"
1899,15505,MATEUS SOUZA,,Masculino,MASTM,569,,1:02:17,2:05:14,2:36:32,2:59:09,3:23:47,4:13:36,4:40:12,"9,98"
1900,14127,CONRADO ROCHA MIRANDA,PATOLOKO,Masculino,MASTM,570,,0:55:25,1:56:33,2:25:42,2:47:34,3:12:32,4:13:40,4:14:49,"9,98"
1901,15256,ELAINE CARRARA FIERRO,VITTARUN,Feminino,PRE-VETF,96,,0:56:03,2:00:04,2:31:03,2:53:34,3:19:39,4:13:41,4:42:47,"9,98"
1902,16021,WILLIAM MARTINS BARBOSA,EQUIPELURDES,Masculino,PRE-VETM,697,,0:56:58,1:59:46,2:30:41,2:53:30,3:18:59,4:13:41,4:17:13,"9,98"
1903,13575,RAFAEL CORADO GAMA,,Masculino,VET1M,233,,0:57:36,1:56:04,2:26:55,2:50:17,3:16:57,4:13:42,4:15:48,"9,98"
1904,11810,JOANA LEMOS DE BARCELOS,SCANIACLUBE,Feminino,VET2F,3,,0:56:59,2:01:11,2:32:48,2:55:46,3:21:20,4:13:43,4:15:18,"9,98"
1905,15225,DANIELE PIMENTEL NUNES,,Feminino,PRE-VETF,97,,0:58:40,2:04:06,2:34:59,2:58:29,3:23:10,4:13:46,4:28:52,"9,98"
1906,13244,JOZIMAR HENRIQUE DE SOUSA,,Masculino,PRE-VETM,698,,0:53:27,1:53:29,2:22:31,2:44:19,3:09:35,4:13:47,4:27:13,"9,98"
1907,14313,FERNANDO AKIO YAMASHIRO,,Masculino,MASTM,571,,0:56:27,1:59:30,2:31:45,2:55:09,3:21:04,4:13:49,4:41:48,"9,98"
1908,12369,SANDRA REGINA MONTANARI DALBERTI,DALBERTI TEAM,Feminino,VET1F,30,,0:59:20,2:04:18,2:34:10,2:56:24,3:21:04,4:13:51,4:16:01,"9,97"
1909,11551,EDUARDO SAEDA,ALMA FIT,Masculino,PRE-VETM,699,,0:57:15,2:02:55,2:33:50,2:56:52,3:22:56,4:13:52,4:15:43,"9,97"
1910,15133,ANDRE ARAUJO,,Masculino,MASTM,572,,0:52:38,1:53:12,2:24:06,2:49:17,3:13:56,4:13:53,4:26:23,"9,97"
1911,13007,FERNANDO DE SOUZA DA SILVA,,Masculino,PRE-VETM,700,,0:58:04,2:02:20,2:33:43,2:57:41,3:22:42,4:13:54,4:29:35,"9,97"
1912,13715,ROSEANE TAVARES OLIVEIRA,THADEU MELO TEAM,Feminino,VET1F,31,,0:58:10,2:06:36,2:36:52,2:59:09,3:23:00,4:13:55,4:30:52,"9,97"
1913,13818,VANDERLEIA BORGES PALACIO,,Feminino,PRE-VETF,98,,0:57:53,2:02:26,2:33:35,2:57:02,3:22:14,4:13:57,4:36:04,"9,97"
1914,14462,JONAS FARIA,CORRER BEM ASSESSORIA,Masculino,PRE-VETM,701,,0:59:15,2:03:42,2:34:14,2:56:58,3:24:27,4:14:00,4:39:10,"9,97"
