Pos,Num,name,Equipe,gender,Cat,Por Categoria,PC1_42K,PC2_42K,PC3_42K,time,Tempo Bruto,Vel.Média
1405,984,MATHEUS SERAFIM,DOCTORFIT RUN,Masculino,M3034,173,0:40:17,1:50:39,3:17:25,3:54:56,3:57:29,5:35
1406,1468,BRUNO HADLEY GUEDES DA SILVA,,Masculino,M3034,174,0:35:30,1:40:52,3:09:07,3:54:58,3:58:26,5:35
1407,1466,LUIZ FERNANDO STAPASSOLI,ACADEMIA OLIMPICA,Masculino,M5559,32,0:39:44,1:50:18,3:17:43,3:54:59,3:56:12,5:35
1408,2642,GILBERTO KANAME MORIYAMA,,Masculino,M4549,167,0:38:48,1:49:27,3:17:59,3:54:59,3:56:34,5:35
1409,2820,JULIANE RAMOS,WEBTREINO ASSESSORIA ESPORTIVA,Feminino,F4044,67,0:36:53,1:43:21,3:12:37,3:55:00,3:55:42,5:35
1410,195,FRANCISCO GUILHERME DE PAULA KOZOVITS,,Masculino,M3034,175,0:40:06,1:50:02,3:16:19,3:55:02,3:56:58,5:36
1411,586,HIAN ZEPKA,RICARDO TATTOO,Masculino,M2529,80,0:41:52,1:48:55,3:17:11,3:55:02,3:57:43,5:36
1412,2149,ANTONIO GABRIEL DE LIMA ALVES,,Masculino,M4044,297,0:39:04,1:47:34,3:18:10,3:55:04,3:57:33,5:36
1413,110,CESAR JERONIMO RODRIGUES,NAVEGA RUN,Masculino,M5559,33,0:36:56,1:43:54,3:11:09,3:55:06,3:55:28,5:36
1414,2739,MATHIAS FERREIRA SCHUH,FILHOS DO VENTO,Masculino,M3034,176,0:39:39,1:48:15,3:14:46,3:55:06,3:57:35,5:36
1415,2885,JOAO MARIO DE MEDEIROS PAIXAO,,Masculino,M3034,177,0:34:24,1:42:15,3:09:37,3:55:07,3:56:26,5:36
1416,684,ADRIANA BATISTA COSTA RIBEIRO,FARNEZI SANTE,Feminino,F4549,37,0:38:28,1:46:39,3:14:16,3:55:12,3:56:09,5:36
1417,596,DIEGO MARLON FERRO,NATATORIUM,Masculino,M3539,272,0:38:26,1:47:24,3:14:59,3:55:12,3:56:35,5:36
1418,2089,WELLINGTON VASCONCELOS ARAUJO JUNIOR,NO RUNNING,Masculino,M3539,273,0:38:37,1:46:28,3:12:41,3:55:15,3:56:42,5:36
1419,1083,SILVIO MAIONE,TEAM RUN SDM,Masculino,M4549,168,0:40:24,1:51:56,3:18:17,3:55:16,3:57:53,5:36
1420,2719,ROGERIO BARBOSA DE MATOS,IRON LIFE,Masculino,M4549,169,0:39:21,1:49:53,3:16:16,3:55:17,3:57:26,5:36
1421,1985,AUGUSTO CESAR,,Masculino,M4044,298,0:40:08,1:50:39,3:18:09,3:55:17,3:57:20,5:36
1422,2404,MURILO DONEGA DE MATTOS,RUNDRIGO,Masculino,M3034,178,0:38:58,1:49:36,3:17:16,3:55:18,3:56:40,5:36
1423,519,ROBSON DA ROSA ROSA,GENTIL,Masculino,M3539,274,0:35:11,1:47:44,3:14:39,3:55:18,3:55:37,5:36
1424,1691,GUILHERME GARCIA PAROLIN,GRAE TEAM,Masculino,M3539,275,0:40:13,1:50:43,3:17:47,3:55:19,3:57:22,5:36
1425,1690,RAFAEL GOMES MARTINS,GRAE TEAM,Masculino,M3539,276,0:40:11,1:50:50,3:17:49,3:55:20,3:57:23,5:36
1426,1237,ANGELA MARIA MARTINS DE SOUZA,GD ASSESSORIA ESPORTIVA,Feminino,F4044,68,0:39:30,1:49:12,3:15:57,3:55:20,3:57:33,5:36
1427,3580,ANDRE DIETZOLD,SMA,Masculino,M3539,277,0:39:34,1:45:45,3:12:16,3:55:20,3:58:24,5:36
1428,3387,TEOFILO EMILIO SOEIRO DOS SANTOS,ESTILO DE VIDA,Masculino,M3539,278,0:38:28,1:46:04,3:11:02,3:55:22,4:00:47,5:36
1429,3326,TAIS CRISTINA JACINTO PINHEIRO CAPUCHO,TFF ASSESSORIA,Feminino,F2529,21,0:38:53,1:47:49,3:17:00,3:55:24,3:57:48,5:36
1430,3381,SERGIO PIOKER,,Masculino,M3539,279,0:37:01,1:41:47,3:13:22,3:55:24,3:57:26,5:36
1431,1791,THAINARA DAGANI PIVA,,Feminino,F3034,36,0:39:56,1:50:21,3:19:02,3:55:33,3:56:24,5:37
1432,2542,VOLNEI FERREIRA DA SILVA,FLUIR ASSESSORIA,Masculino,M5559,34,0:43:37,1:49:08,3:15:19,3:55:35,3:57:29,5:37
1433,1868,CLAUDIANE CAMARGO,GRUPO UNIMED,Feminino,F3539,46,0:37:18,1:45:57,3:16:15,3:55:36,3:56:40,5:37
1434,1396,NEWTON KLEBER DE ABREU JR,GPA ASSESSORIA ESPORTIVA,Masculino,M4549,170,0:38:47,1:46:59,3:13:52,3:55:36,3:57:05,5:37
1435,889,LARISSA DUARTE SERAFIM,,Feminino,F3539,47,0:38:50,1:47:27,3:16:12,3:55:37,3:57:41,5:37
1436,553,PAULO ROBERTO LADWIG,EQUIPE TOP,Masculino,M5559,35,0:37:49,1:47:43,3:15:18,3:55:37,3:56:40,5:37
1437,3648,WAGNER ROBERTO PEREIRA,SAI CACHORRO,Masculino,M4044,299,0:34:16,1:42:29,3:12:43,3:55:39,3:55:46,5:37
1438,559,LEOZE LOBO MAIA JUNIOR,,Masculino,M4549,171,0:36:48,1:43:52,3:13:02,3:55:44,3:56:25,5:37
1439,1323,FERNANDA CRISTINE DA FONSECA,,Feminino,F3034,37,0:37:06,1:42:55,3:18:24,3:55:45,3:57:06,5:37
1440,3551,FREDERICO SCHREIBER RAMOS PEREIRA,RT ASSESSORIA,Masculino,M2529,81,0:41:06,1:49:01,3:15:30,3:55:45,3:58:44,5:37
1441,1891,ANGELICA TEIXEIRA,FORTES TRAINING,Feminino,F3539,48,0:39:57,1:51:41,3:19:16,3:55:47,3:57:06,5:37
1442,3280,TIAGO MARTINS DE ALMEIDA,,Masculino,M4044,300,0:40:06,1:47:56,3:13:21,3:55:48,3:57:34,5:37
1443,3404,MARCIO HERNANDES,,Masculino,M4044,301,0:41:14,1:52:56,3:19:36,3:55:50,3:57:15,5:37
1444,1988,ANDRE BECHER,,Masculino,M3539,280,0:39:07,1:49:15,3:18:11,3:55:51,3:57:42,5:37
1445,870,CLAUDEVIR LEMOS ASSUNCAO,,Masculino,M3539,281,0:32:09,1:33:43,3:08:21,3:55:54,3:56:18,5:37
1446,2223,OTILIO OTHON PIRES,OOP ESPORTES,Masculino,M4549,172,0:41:02,1:51:37,3:18:22,3:55:56,3:59:02,5:37
1447,574,WELLINGTON MARINHO,,Masculino,M4044,302,0:40:07,1:50:27,3:17:37,3:55:56,3:58:10,5:37
1448,818,EDERSON DOS SANTOS BORGES,GUARDA MUNICIPAL DE FLORIANOPOLIS,Masculino,M4044,303,0:38:39,1:47:34,3:18:28,3:55:58,3:57:10,5:37
1449,665,NICOLAS FERNANDES DE PAULA,,Masculino,M4044,304,0:39:47,1:49:24,3:17:49,3:55:58,3:58:04,5:37
1450,3649,FRANK MARTINS,M3 GRUPO DE CORRIDA,Masculino,M5054,86,0:35:13,1:42:19,3:11:47,3:55:59,3:57:06,5:37
1451,2285,MARCO MASSAKI NIPPASHI,,Masculino,M3539,282,0:41:22,1:53:59,3:21:07,3:56:00,3:57:42,5:37
1452,2101,RAFAEL CREPALDI,CORRIDA DE RUA BH,Masculino,M3539,283,0:40:05,1:51:03,3:19:13,3:56:03,3:58:33,5:37
1453,1955,EVA MATOS PINHO,,Feminino,F4549,38,0:40:21,1:48:49,3:16:47,3:56:04,3:58:10,5:37
1454,2943,ROBERTO ARAUJO ZONTA,TM RUNNERS,Masculino,M3539,284,0:37:55,1:46:26,3:13:29,3:56:05,3:57:32,5:37
1455,101,ALESSANDRO DE CARVALHO VIEIRA,ACADEMIA CORPUS MOVE,Masculino,M3034,179,0:40:51,1:52:50,3:22:17,3:56:09,3:58:14,5:37
1456,1623,RAISSA MAIA DE MEDEIROS,SARUN ASSESSORIA ESPORTIVA,Feminino,F3539,49,0:35:30,1:42:10,3:16:43,3:56:09,3:58:03,5:37
1457,2675,RONALDO MARCIO MALQUEVICZ,EQUIPIAZZA,Masculino,M6064,19,0:38:27,1:47:18,3:18:24,3:56:10,3:57:45,5:37
1458,3356,SHELLEN RODRIGUES GARCIA,PAPA LEGUAS,Feminino,F3539,50,0:39:29,1:49:21,3:17:38,3:56:13,3:57:47,5:37
1459,1047,LEONARDO LAMIN,,Masculino,M3539,285,0:38:27,1:47:57,3:15:15,3:56:14,3:58:05,5:37
1460,1539,CARLOS HERMANO GONCALVES MARTINS,IRONLEGION,Masculino,M3539,286,0:39:28,1:50:57,3:18:34,3:56:15,3:56:23,5:37
1461,2402,RODRIGO CESAR FALCAO CUNHA LIMA DE QUEIROZ,RUNFUN,Masculino,M3034,180,0:38:48,1:47:06,3:13:58,3:56:17,3:57:26,5:38
1462,3633,JULIANA BATISTA,CAROL FURRIELA TEAM,Feminino,F3034,38,0:38:14,1:46:31,3:17:23,3:56:17,3:57:49,5:38
1463,1203,LUCIANA DE BARCELLOS SCHAEDLER,RARUNNERS,Feminino,F5559,8,0:36:51,1:43:52,3:09:36,3:56:19,3:57:17,5:38
1464,3639,TATIANA ALVES MOURA SANTOS SOARES,ATP ASSESSORIA,Feminino,F4044,69,0:35:32,1:41:37,3:13:41,3:56:19,3:58:34,5:38
1465,1697,DANIEL FAITAO BALVEDI,NEWPACE,Masculino,M3034,181,0:40:02,1:48:37,3:16:13,3:56:20,3:58:25,5:38
1466,3186,RODRIGO VALDES,,Masculino,M4044,305,0:38:22,1:45:54,3:12:52,3:56:20,3:59:48,5:38
1467,2255,JUNIOR STUART,M3,Masculino,M3034,182,0:38:33,1:46:40,3:18:24,3:56:21,3:59:49,5:38
1468,258,MARCELO ZANINI,GRAY ROOSTER,Masculino,M4549,173,0:35:50,1:40:33,3:14:58,3:56:22,3:56:33,5:38
1469,2129,FABRICIA LISBOA,REGINAS RUNNERS,Feminino,F3034,39,0:39:01,1:48:14,3:14:36,3:56:26,3:57:10,5:38
1470,1334,FABRICIA MARZANO RESENDE,GO ON OUTDOOR,Feminino,F4549,39,0:40:09,1:52:09,3:21:09,3:56:28,3:58:38,5:38
1471,3377,FILIPE AUGUSTO MARTINS DE SOUZA,WORLD FIT ASSESSORIA ESPORTIVA,Masculino,M3034,183,0:39:23,1:49:46,3:17:10,3:56:29,3:57:38,5:38
1472,1438,LUCIANA MARTINS GUIMARAES,GO ON OUTDOOR,Feminino,F4044,70,0:40:06,1:51:03,3:19:26,3:56:29,3:58:38,5:38
1473,3582,GUILHERME DE CASTRO REZENDE,,Masculino,M5054,87,0:39:52,1:51:03,3:17:54,3:56:30,3:59:55,5:38
1474,2565,HUGO DE ARAUJO PACHECO DA COSTA,,Masculino,M3034,184,0:35:37,1:39:01,3:08:46,3:56:31,3:59:19,5:38
1475,1949,CARLOS DE JESUS PEREIRA,SOZINHO,Masculino,M4044,306,0:36:14,1:41:58,3:11:18,3:56:32,3:57:59,5:38
1476,3466,IVAN MARCIO NONATO ROSETTI,GANGI SPORTS,Masculino,M6064,20,0:38:38,1:47:22,3:14:31,3:56:32,3:58:30,5:38
1477,2367,DELCIR JUNIOR,42K ASSESSORIA ESPORTIVA,Masculino,M5559,36,0:37:06,1:43:14,3:12:12,3:56:34,3:57:48,5:38
1478,875,IGOR BETTUCCI DE GRAVA,PROCFIT,Masculino,M3539,287,0:38:05,1:45:55,3:14:54,3:56:38,3:59:03,5:38
1479,765,MAURICIO XAVIER DA SILVA JUNIOR,RENATO MAIA,Masculino,M2024,28,0:38:34,1:48:02,3:15:39,3:56:39,3:57:23,5:38
1480,1055,BRUNA PELUFFO MAGLIONI,VIDA CORRIDA,Feminino,F3539,51,0:39:00,1:49:16,3:18:04,3:56:39,3:57:34,5:38
1481,3338,RAFAEL ALVAREZ RAMOS,ROSANA MERINO,Masculino,M4044,307,0:39:55,1:50:06,3:18:13,3:56:41,3:57:45,5:38
1482,2608,SILVIO DE SIQUEIRA JUNIOR,VLOZ ASSESSORIA ESPORTIVA,Masculino,M6064,21,0:36:05,1:41:03,3:12:34,3:56:43,3:57:06,5:38
1483,1806,JOAO PEDRO ALVES BOMANSOUR,DUARTE TRIATHLON TEAM,Masculino,M2529,82,0:39:17,1:49:26,3:17:43,3:56:44,3:59:12,5:38
1484,1816,SARA NIERO CARDOSO,DUARTE TRIATLON TEAM,Feminino,F2529,22,0:39:24,1:49:30,3:18:50,3:56:45,3:59:12,5:38
1485,650,GILMAR LEANDRO ZANELA,OLYMPO,Masculino,M4549,174,0:37:35,1:44:51,3:17:17,3:56:46,3:58:03,5:38
1486,1817,FELIPE ROCKENBACH,DUARTE TRIATHLON TEAM,Masculino,M2529,83,0:39:20,1:49:15,3:18:47,3:56:46,3:59:14,5:38
1487,1856,RONALDO DIOGO,,Masculino,M4549,175,0:38:55,1:50:04,3:17:36,3:56:46,3:58:15,5:38
1488,1434,LUCAS GONZAGA GOMES,LG TREINAMENTO ESPORTIVO,Masculino,M3034,185,0:36:06,1:43:05,3:12:43,3:56:48,3:58:12,5:38
1489,2430,RUI CHRISTO,,Masculino,M4044,308,0:36:52,1:45:56,3:16:21,3:56:50,3:57:37,5:38
1490,2740,KAROLINE REDHETTE,CWB RUNNER,Feminino,F2529,23,0:38:37,1:50:23,3:19:15,3:56:53,3:57:33,5:38
1491,3603,FELIPE TEIXEIRA,RUN UP,Masculino,M4549,176,0:37:12,1:44:08,3:10:45,3:56:55,3:58:02,5:38
1492,2209,HELIO GOIS DE LIMA JUNIOR,,Masculino,M4549,177,0:38:15,1:45:58,3:15:08,3:56:55,3:58:42,5:38
1493,2008,NILSON BRZOZOWSKI SILVA,,Masculino,M4549,178,0:38:30,1:48:33,3:17:35,3:56:57,4:00:25,5:38
1494,3610,VINICIOS GAFFOELLI BANDEIRA,M3,Masculino,M3034,186,0:39:37,1:50:00,3:17:17,3:56:59,3:57:50,5:38
1495,3442,TAIZE PINHEIRO SCHLEMPER,PACE SPORTS,Feminino,F3539,52,0:39:42,1:50:36,3:18:13,3:57:01,3:59:44,5:38
1496,2952,VITOR HENRIQUE SILVERIO DE OLIVEIRA BATISTA DOS SANTOS,,Masculino,M3034,187,0:37:01,1:40:36,3:06:06,3:57:03,4:00:00,5:38
1497,154,BRUNO NEGRAO,RUN UP,Masculino,M4044,309,0:39:26,1:50:00,3:19:40,3:57:03,3:58:40,5:38
1498,1954,BRUNO ALVIM MENDONCA,GUANA TRAINER,Masculino,M4044,310,0:36:03,1:42:33,3:11:34,3:57:10,3:57:39,5:39
1499,2104,JONES PEREIRA DA SILVA,META ACESSORIA,Masculino,M4044,311,0:40:14,1:51:02,3:18:55,3:57:12,3:59:03,5:39
1500,938,WAGNER EDUARDO BRAGA,CRESER,Masculino,M4044,312,0:31:23,1:30:13,3:08:38,3:57:15,3:57:27,5:39
1501,2516,HENRIQUE EUSTAQUIO PEREIRA,VOLTA MONITORADA,Masculino,M3539,288,0:44:02,1:55:40,3:23:11,3:57:15,3:59:35,5:39
1502,2854,JAQUELINE THOMAZ,GRUPO DO BAY,Feminino,F3539,53,0:39:24,1:49:40,3:18:10,3:57:22,3:59:56,5:39
1503,1219,MARCO TULIO PANTE,CDO,Masculino,M4549,179,0:37:36,1:45:36,3:17:34,3:57:23,3:58:36,5:39
1504,777,LUCAS VIEIRA DE ALMEIDA BARCELOS,RP MOVE,Masculino,M3034,188,0:39:35,1:50:46,3:19:45,3:57:25,4:00:13,5:39
1505,113,ALAN CARLOS DE OLIVEIRA,TEAM MATHEUS MIGUEL,Masculino,M3539,289,0:40:40,1:54:02,3:22:10,3:57:27,3:59:39,5:39
1506,1626,GUSTAVO RIBEIRO ROSA,CORRER VIVER,Masculino,M5559,37,0:33:28,1:36:06,3:08:14,3:57:27,3:57:40,5:39
1507,1643,LEANDRO GAGLIARDO GOMES CORREA,RUNUP,Masculino,M4549,180,,1:45:26,3:13:49,3:57:28,3:59:04,5:39
1508,114,ALVARO MARCELO KAIM,TEAM MATHEUS MIGUEL,Masculino,M3539,290,0:40:42,1:54:01,3:22:08,3:57:28,3:59:39,5:39
1509,266,MATHEUS MIGUEL DA SILVA,TEAM MATHEUS MIGUEL,Masculino,M3034,189,0:40:43,1:54:00,3:22:11,3:57:28,3:59:40,5:39
1510,430,RONNI WILLIAN SECCO,GRUPO EU10 CORRIDAS,Masculino,M4549,181,0:41:54,1:53:36,3:20:22,3:57:30,3:59:12,5:39
1511,1854,FELIPE RODRIGUES BATALHA,CASA TREINOS,Masculino,M3539,291,0:41:36,1:51:36,3:19:11,3:57:32,4:00:12,5:40
1512,2194,MARIA JOSIVANY LOPES DUARTE,SERGIO SPORTS,Feminino,F4549,40,0:38:25,1:47:27,3:18:07,3:57:34,3:58:10,5:40
1513,1400,MARILZA MUNIZ SOUZA,OSOS VIAJEROS,Feminino,F4044,71,0:41:32,2:07:23,,3:57:34,3:58:39,5:40
1514,3774,EDUARDO FERRER SILVA PEREIRA,,Masculino,M2529,84,0:38:07,1:46:18,3:13:27,3:57:35,3:59:09,5:40
1515,504,REGINA RUSSI DA SILVA PINHEIRO,T2 ASSESSORIA ESPORTIVA,Feminino,F4044,72,0:34:41,1:41:46,3:13:49,3:57:35,3:57:58,5:40
1516,1847,EDUARDO RODRIGUES PONTES,RUN UP,Masculino,M4549,182,0:37:13,1:44:54,3:14:13,3:57:36,3:59:12,5:40
1517,643,ANDERSON RICARDO PEREIRA,,Masculino,M4549,183,0:34:15,1:40:01,3:13:20,3:57:39,3:58:08,5:40
1518,2434,JOSE CELIO PEREIRA DA SILVA,,Masculino,M4044,313,0:39:48,1:48:53,3:16:58,3:57:40,4:01:21,5:40
1519,2323,EDUARDO BECK DOS ANJOS,EQUIPE CORRE CORRE,Masculino,M3034,190,0:40:07,1:51:27,3:19:39,3:57:42,4:00:52,5:40
1520,1692,SHEILI PATRICIA SANCHES MARTINS,CARLAO FLORAI,Feminino,F5054,16,0:36:47,1:45:08,3:15:25,3:57:43,3:58:41,5:40
1521,921,GUIOMAR CRISTINA WILLIG,POWER STRENGHT PERFORMANCE,Feminino,F3539,54,0:39:59,1:53:56,3:21:18,3:57:43,3:58:37,5:40
1522,679,CAIO AMURI VARGA,SANDRO PERFORMANCE,Masculino,M4549,184,0:35:24,1:39:37,3:07:32,3:57:44,3:59:38,5:40
1523,130,ALEXANDRE DE ARAUJO SILVA,MOVE BETTER,Masculino,M4044,314,0:37:24,1:45:50,3:16:42,3:57:45,3:58:11,5:40
1524,2248,FERNANDO SANTOS VARELA,,Masculino,M4044,315,0:38:49,1:46:42,3:11:33,3:57:48,3:59:42,5:40
1525,425,PEDRO HENRIQUE MACEDO NORA,GO ASSESSORIA ESPORTIVA,Masculino,M3539,292,0:39:07,1:47:46,3:16:08,3:57:52,4:01:10,5:40
1526,2871,FRANK NUNES,RAJA RUNNERS,Masculino,M5054,88,0:39:42,1:51:09,3:19:52,3:57:56,3:59:33,5:40
1527,212,HUMBERTO ZANINI LIESSI,,Masculino,M5054,89,0:39:31,1:50:17,3:18:31,3:58:05,4:02:13,5:40
1528,470,ROBERTA RODRIGUES CAMARGO DA SILVA,OJANIOASSESSORIA,Feminino,F3539,55,0:39:05,1:49:03,3:19:47,3:58:06,4:00:38,5:40
1529,1682,MARIO AUGUSTO GOSMANN,,Masculino,M3539,293,0:35:20,1:42:28,3:16:30,3:58:07,3:59:22,5:40
1530,2333,JOSE ROBERTO SANTIAGO DE ARAUJO,GUEPARDOS RUNNERS,Masculino,M4549,185,0:39:18,1:47:55,3:17:06,3:58:08,4:00:39,5:40
1531,2889,ALCIR OLIVEIRA DE SOUZA,FAMILIA CORRENDO,Masculino,M5559,38,0:41:25,1:51:49,3:19:32,3:58:08,3:58:58,5:40
1532,233,LAWRENCE BRITO DE ASSIS,,Masculino,M2529,85,0:38:31,1:45:05,3:13:40,3:58:09,4:00:40,5:40
1533,2908,RODRIGO DORNELES,ATIV RUN,Masculino,M4549,186,0:39:16,1:49:27,3:18:18,3:58:10,3:59:56,5:40
1534,1615,FERNANDO CARLOS PROENCA,RUN4LIFE,Masculino,M4044,316,0:38:32,1:47:20,3:16:46,3:58:14,4:00:36,5:40
1535,3275,ROBERTO BENTO PEREIRA,SPRINT ASSESSORIA ESPORTIVA,Masculino,M5054,90,0:41:55,1:54:55,3:22:09,3:58:16,4:00:30,5:40
1536,2917,REGINALDO LEITE,LIVRESS,Masculino,M6064,22,0:38:01,1:48:07,3:19:06,3:58:19,3:59:24,5:40
1537,337,WANDER IGOR DA SILVA TAVARES,JARDEL MOURA ASSESSORIA ESPORTIVA,Masculino,M4549,187,0:40:28,1:53:14,3:21:57,3:58:20,3:59:07,5:40
1538,745,FELIPE VELLINHO,MOVE ON,Masculino,M3539,294,0:37:17,1:44:04,3:21:41,3:58:21,4:00:45,5:41
1539,3332,LUCIANA T FERNANDEZ,APOLLO AE,Feminino,F4549,41,0:39:02,1:46:37,3:17:10,3:58:23,4:00:42,5:41
1540,887,RUTINEA MARCHESAN TREVISAN,TEAM CORRERIA,Feminino,F5054,17,0:38:20,1:50:10,3:19:44,3:58:24,3:58:53,5:41
1541,118,GUSTAVO BOURDOT BACK,GENTIL,Masculino,M2529,86,0:36:56,1:43:48,3:20:28,3:58:24,3:58:59,5:41
1542,2525,LUCAS FREIRE BRAGA,,Masculino,M3539,295,0:52:51,2:33:46,,3:58:24,4:01:06,5:41
1543,3625,CARLA CRISTINA DE MORAES,CM GRUPO CORRIDA,Feminino,F4549,42,0:39:23,1:50:30,3:19:37,3:58:24,4:00:25,5:41
1544,2869,JOZIANE DIOGO,,Feminino,F3539,56,0:38:07,1:48:45,3:19:52,3:58:27,4:00:38,5:41
1545,2433,MARIA ANGELINA SILVEIRA DE SOUZA,ROMERO RUNNING,Feminino,F3539,57,0:39:22,1:50:49,3:18:37,3:58:28,4:00:47,5:41
1546,2250,DIEGO DE ALMEIDA SILVA,,Masculino,M3539,296,0:40:22,1:51:40,3:23:27,3:58:29,4:00:13,5:41
1547,170,DENISE FUKUMI TSUNODA,RF TRIATHLON,Feminino,F5054,18,0:39:47,1:50:18,3:19:58,3:58:30,4:00:30,5:41
1548,2200,DARIO SASSE,ROMERO RUNNING,Masculino,M5559,39,0:35:40,1:40:52,3:07:06,3:58:30,3:58:53,5:41
1549,714,ADRIANO TEIXEIRA,,Masculino,M5054,91,0:38:22,1:46:14,3:17:35,3:58:31,4:00:57,5:41
1550,286,RAFAEL CANEPARO GOMES DE ANDRADE,,Masculino,M4549,188,0:39:48,1:50:04,3:19:59,3:58:31,4:00:31,5:41
1551,2670,EVERTON ALVES JORDAO,RUN BENI,Masculino,M4044,317,0:36:35,1:43:03,3:13:05,3:58:31,3:59:17,5:41
1552,1581,ANDRE BENITE,CORREDORES DA ZONA NORTE,Masculino,M3539,297,0:39:43,1:52:02,3:21:35,3:58:34,4:00:03,5:41
1553,2385,ALEXANDRE HARUO INOUE,MOLECULAR RUNNERS,Masculino,M3539,298,0:38:48,1:45:36,3:18:14,3:58:35,4:00:31,5:41
1554,2948,MARCIO GAROZI,ACORVALI,Masculino,M4549,189,0:38:10,1:47:08,3:17:25,3:58:36,3:59:28,5:41
1555,259,MARCONI AURELIO DE BARROS MATOS,RECIFE RUNNERS,Masculino,M5054,92,0:39:46,1:51:46,3:22:30,3:58:36,3:59:52,5:41
1556,2906,GUSTAVO SANTOS,LIMEIRUNNERS,Masculino,M3539,299,0:38:43,1:46:59,3:13:59,3:58:37,4:00:57,5:41
1557,1502,SILMARA CORREA SILVEIRA,,Feminino,F3539,58,0:41:22,1:52:42,3:20:18,3:58:37,4:01:21,5:41
1558,2171,MARCOS PAULO DE SOUZA BRITO,BUCICA RUNNERS,Masculino,M3034,191,0:40:12,1:50:35,3:18:56,3:58:38,4:01:15,5:41
1559,1255,MILENE DOS REIS MAIA,TEAM BENITES,Feminino,F3539,59,0:39:10,1:50:15,3:19:26,3:58:38,3:59:29,5:41
1560,3615,RAFAEL GARDOLINSKI VENSON,AM TEAM,Masculino,M4044,318,0:39:41,1:55:43,3:22:34,3:58:38,3:59:48,5:41
1561,1595,BERNARDETE DE LOURDES DA SILVA POSSANI COSTALONGA,TEAM RODRIGO BICUDO,Feminino,F5054,19,0:40:15,1:51:46,3:20:21,3:58:40,4:00:00,5:41
1562,722,VIRGINIO FRANCISCO GOMES,CUCA CAMPINAS,Masculino,M5054,93,0:39:05,1:48:27,3:18:33,3:58:41,3:59:45,5:41
1563,3255,VICTOR HUGO DE OLIVEIRA DA SILVA,,Masculino,M3034,192,0:43:36,1:56:37,3:23:56,3:58:41,4:01:38,5:41
1564,892,JAQUELENE DE ABREU,PALHOCA_RUNNERS,Feminino,F4549,43,0:37:39,1:45:24,3:19:28,3:58:42,3:59:33,5:41
1565,2014,ORIOVALDO ANTONIO GOBETH FILHO GOBETH,ARESPERFORMANCE,Masculino,M5054,94,0:39:24,1:50:31,3:19:36,3:58:45,4:00:48,5:41
1566,1763,EDUARDO CORREA,,Masculino,M3539,300,0:36:48,1:44:38,3:12:54,3:58:45,4:02:09,5:41
1567,2451,RICARDO A MARTINS,GIOVANNA MARTINS ASSESSORIA ESPORTIVA,Masculino,M3034,193,0:37:09,1:43:56,3:14:23,3:58:49,4:01:10,5:41
1568,3268,RHODINEY VAZ MARTINS,MOVE BETTER,Masculino,M4044,319,0:39:29,1:50:24,3:19:23,3:58:49,3:59:20,5:41
1569,3476,FLAVIO FERREIRA,FENIX,Masculino,M5054,95,0:36:09,1:41:30,3:20:12,3:58:51,4:00:00,5:41
1570,1089,PRISCILA DE PAULA MALTA PADUAN,TOP ENERGY RUN,Feminino,F4044,73,0:37:23,1:48:50,3:20:36,3:58:52,4:00:31,5:41
1571,1545,FELIPE GRAZIANO DA SILVA TURINI,RM SPORTS ASSESSORIA ESPORTIVA,Masculino,M4044,320,0:40:28,1:53:13,3:21:23,3:58:52,4:02:00,5:41
1572,1226,DEBORA MARIA DA SILVA GUIMARAES TURINI,RM SPORTS ASSESSORIA ESPORTIVA,Feminino,F3034,40,0:40:29,1:53:12,3:21:27,3:58:53,4:02:01,5:41
1573,413,CAIANO DE OLIVEIRA,CDO RUNNERS,Masculino,M3539,301,0:39:30,1:50:38,3:19:25,3:58:54,3:59:23,5:41
1574,1352,NAIRA MENDES DA CUNHA,EUSULTRA,Feminino,F4044,74,0:37:58,1:48:04,3:20:08,3:58:54,4:00:02,5:41
1575,1975,FERNANDA ADENA,MPR,Feminino,F4044,75,0:39:59,1:50:38,3:19:45,3:58:56,4:00:15,5:41
1576,365,WAGNA ALVES CARVALHO,ASSESSORIA CORRER BEM,Feminino,F4044,76,0:39:37,1:51:30,3:20:44,3:58:58,4:00:52,5:41
1577,1674,HELENA DE SOUSA,BRUNO GAUCHINHO - CIRCUIT TRAINING,Feminino,F3034,41,0:37:18,1:44:59,3:17:15,3:59:00,4:00:02,5:41
1578,1513,ADILSON FERDINANDO DE OLIVEIRA,12 KM,Masculino,M5054,96,0:36:59,1:43:08,3:17:13,3:59:00,4:00:33,5:41
1579,3643,DEIWSON CRESTANI,,Masculino,M4044,321,0:39:20,1:49:01,3:16:07,3:59:05,4:01:21,5:41
1580,1283,VAGNER ALONSO PACHECO,JUST RUN,Masculino,M4044,322,0:39:44,1:51:27,3:20:26,3:59:06,4:00:55,5:41
1581,2970,SIMONE DA SILVA VALENTIM,,Feminino,F3034,42,0:40:32,1:52:41,3:21:36,3:59:07,4:00:53,5:41
1582,2662,GUILHERME DE OLIVEIRA XAVIER,,Masculino,M3034,194,0:40:19,1:52:05,3:20:59,3:59:09,4:01:19,5:41
1583,2360,ALINE MELO PEIXE,SDM,Feminino,F3539,60,0:40:27,1:51:58,3:20:07,3:59:11,4:01:47,5:41
