Pos,Num,name,Equipe,gender,Cat,Por Categoria,PC1_42K,PC2_42K,PC3_42K,time,Tempo Bruto,Vel.Média
848,1521,JULIANO RAMOS REBELO,,Masculino,M4044,180,0:33:11,1:33:12,2:55:12,3:38:00,3:38:30,5:11
849,2178,ANDERSON NOVELLO,AASLO,Masculino,M3034,113,0:36:16,1:41:02,3:01:47,3:38:03,3:38:44,5:11
850,3349,SIDNEY ALEXANDRE SANCHES MARTINS,XPA,Masculino,M2529,53,0:34:12,1:36:04,2:55:40,3:38:04,3:39:01,5:11
851,315,SANDRA MARA BORTOLI,GM TREINAMENTO PERSONALIZADO,Feminino,F4044,32,0:35:59,1:41:31,3:03:18,3:38:09,3:39:29,5:11
852,428,LUCIANA APARECIDA DE GODOI,GRUPO EU10 CORRIDAS,Feminino,F4044,33,0:37:08,1:42:43,3:03:55,3:38:10,3:39:19,5:11
853,1261,CLERIO BRESSAN CORDINI,,Masculino,M4549,105,0:37:28,1:44:20,3:05:28,3:38:11,3:40:09,5:11
854,512,PAULO ROBERTO PAZ DOS SANTOS,VIDA CORRIDA ASSESSORIA ESPORTIVA,Masculino,M4549,106,0:35:48,1:41:07,3:02:58,3:38:12,3:38:43,5:11
855,749,PATRICIA REGINA DE SOUZA,,Feminino,F4549,12,0:34:06,1:39:34,3:02:33,3:38:14,3:38:24,5:12
856,2910,JULIANO GOMES SOARES,RECANTO FITNESS,Masculino,M4044,181,0:34:57,1:37:40,2:54:01,3:38:16,3:38:45,5:12
857,2077,TIAGO CORDEIRO GONCALVES,,Masculino,M3539,181,0:36:12,1:39:25,3:01:06,3:38:18,3:39:33,5:12
858,1669,FABRICIO BORELA PENA,DD TREINAMENTO,Masculino,M3539,182,0:34:43,1:38:35,3:00:17,3:38:23,3:38:39,5:12
859,852,ROBERTO BITTAR,ARES PERFORMANCE SPORT,Masculino,M5054,55,0:34:24,1:37:39,2:59:25,3:38:23,3:38:44,5:12
860,2897,MARCELO VICENTE,,Masculino,M4044,182,0:34:10,1:34:21,2:56:51,3:38:27,3:40:32,5:12
861,1987,FABIO PEGORARO BRIGAGAO,CAROL FURRIELA TEAM,Masculino,M2529,54,0:35:45,1:39:31,3:01:51,3:38:28,3:39:58,5:12
862,1974,OSEAS DE ALMEIDA MELO,AMIGOS DE ARAUCARIA,Masculino,M4549,107,0:37:39,1:43:51,3:04:22,3:38:29,3:39:51,5:12
863,2007,DULCINEIA QUELL SARTORI,BORN RUN,Feminino,F4044,34,0:37:53,1:43:35,3:04:47,3:38:36,3:41:23,5:12
864,1409,EDUARDO LUNA DE SOUZA,TRIBO DO ESPORTE,Masculino,M4549,108,0:36:26,1:38:35,2:59:55,3:38:36,3:41:56,5:12
865,1535,EMERSON DA SILVA RIBEIRO,ARROZ EMOCOES,Masculino,M4044,183,0:36:13,1:42:25,3:03:56,3:38:39,3:40:00,5:13
866,416,RENATO NEOMI DA SILVA,CDO RUNNERS,Masculino,M3034,114,0:36:25,1:41:37,3:00:07,3:38:39,3:40:20,5:13
867,325,VALDIR RAIMUNDO SIQUEIRA,NOVA GERACAO,Masculino,M5559,17,0:32:25,1:33:41,2:53:33,3:38:40,3:38:48,5:13
868,3777,LEANDRO DE LIMA LIRA,RT RUNING CLUB,Masculino,M4044,184,0:35:02,1:39:25,2:59:14,3:38:42,3:39:31,5:13
869,498,LUANA HEERDT EYNG DE SOUSA,SAVAZONI RUNNING TEAM,Feminino,F3034,16,0:32:55,1:35:41,3:00:24,3:38:45,3:39:08,5:13
870,1100,ELIANE HASSE GASPARIN,AMIGOS CORREDORES PY,Feminino,F4044,35,0:37:15,1:42:07,3:02:34,3:38:47,3:40:23,5:13
871,909,STEVAM PEREIRA,ARD CANARINHOS,Masculino,M3539,183,0:34:07,1:33:17,2:54:15,3:38:47,3:40:23,5:13
872,3413,VALCEIR PRATTI,INOVEFIT RONDONIA,Masculino,M4044,185,0:32:12,1:31:23,2:55:27,3:38:48,3:39:25,5:13
873,1635,MARIO ROSSIN,BRODOWSKI RUNRES,Masculino,M5054,56,0:31:46,1:31:49,2:58:43,3:38:51,3:39:04,5:13
874,2882,DANIELA RODRIGUES FARIA BRIGHENTI,LPO - GINASTICA SILVESTRE,Feminino,F2529,10,0:37:15,1:43:23,3:04:48,3:38:51,3:40:53,5:13
875,308,ROSEMEIRE FERREIRA SILVA,CORRE BRASIL,Feminino,F5559,3,0:38:00,1:44:20,3:04:52,3:38:52,3:39:46,5:13
876,1167,THAMARA DE SOUZA PAIVA,SRI CHINMOYDELUKA,Feminino,F3539,22,0:34:46,1:38:04,3:00:17,3:38:58,3:39:25,5:13
877,1378,GRAZIELA DARIO MARTHA,ASG BAURU,Feminino,F4044,36,0:35:18,1:40:36,3:02:04,3:38:59,3:40:23,5:13
878,3537,ANDREW CHARLES FOX,,Masculino,M5559,18,0:38:12,1:45:04,3:05:07,3:38:59,3:39:55,5:13
879,1526,EDUARDO VICENTE FERREIRA,ELITE MOC,Masculino,M4549,109,0:34:35,1:37:39,2:59:08,3:39:00,3:39:46,5:13
880,1554,CAMILA PAULA RACHELLE,CAMILA PERSONAL,Feminino,F2529,11,0:33:26,1:37:52,3:01:30,3:39:03,3:39:15,5:13
881,1499,RODRIGO MACHADO CARDOSO,JUST RUN,Masculino,M4044,186,0:37:11,1:43:00,3:04:27,3:39:05,3:40:47,5:13
882,784,GUSTAVO RICARDO BATISTA,CLUBE DE CORRIDA FORMACCO,Masculino,M3539,184,0:36:25,1:40:37,3:01:14,3:39:05,3:39:34,5:13
883,1621,EDNALDO ROCHA PIMENTA,TRILOPEZ,Masculino,M3539,185,0:31:58,1:30:36,2:50:12,3:39:08,3:39:35,5:13
884,159,CEZAR BITENCOURT DE JESUS,LABORATORIO BIO SAUDE,Masculino,M3034,115,0:35:14,1:38:38,3:02:45,3:39:09,3:40:01,5:13
885,117,ANDERSON ALONSO LACERDA RANGEL,FRANKNEY LOPES,Masculino,M3539,186,0:34:29,1:37:30,3:01:52,3:39:09,3:39:41,5:13
886,2614,CRISTIANO LAZZARI,LEANDRO CASTAGNA,Masculino,M4044,187,0:35:42,1:40:58,3:02:35,3:39:13,3:41:18,5:13
887,1147,PEDRO HENRIQUE VIEIRA DELLAGNELO,HB ESPORTES,Masculino,M3034,116,0:37:37,1:43:04,3:04:22,3:39:16,3:42:26,5:13
888,3599,RENATA MATOS SALLES DE CASTRO,,Feminino,F4044,37,0:36:19,1:41:53,3:03:42,3:39:17,3:40:36,5:13
889,1830,KLEVER PAULO DE OLIVEIRA,,Masculino,M3034,117,0:39:16,1:46:29,3:06:46,3:39:19,3:42:02,5:13
890,752,RODRIGO DE SOUZA LEITAO,FRANKNEY LOPES,Masculino,M4549,110,0:36:40,1:43:15,3:04:54,3:39:21,3:39:54,5:13
891,1997,MARCELO RAUPP DA COSTA,MILENE BORGES,Masculino,M4549,111,0:34:04,1:36:31,2:58:53,3:39:22,3:39:38,5:13
892,2875,FABIAN PEREZ,OYHA ENDURANCE,Masculino,M4549,112,0:34:45,1:40:26,3:02:13,3:39:25,3:39:33,5:13
893,3376,VITOR BALDESSAR,R2,Masculino,M3034,118,0:37:05,1:42:10,3:03:41,3:39:27,3:41:08,5:13
894,218,JEFFERSON BUENO LUPI,,Masculino,M4044,188,0:36:49,1:42:33,3:04:45,3:39:29,3:40:44,5:14
895,517,GILMAR RODRIGUES,VIDA CORRIDA ASSESSORIA ESPORTIVA,Masculino,M6064,11,0:36:03,1:40:38,3:02:27,3:39:32,3:40:32,5:14
896,821,DANIEL DE AVIZ,SAVAZONI RUNNIMG TEAM,Masculino,M4549,113,0:36:51,1:42:02,3:02:48,3:39:37,3:41:42,5:14
897,1506,NEWTON CARLOS SANTANNA DE MORAES,CLUBE DE CAMPO MOGI DAS CRUZES - CCMC,Masculino,M6569,4,0:34:08,1:37:14,3:01:19,3:39:37,3:39:49,5:14
898,2661,VITOR MENEZES MEDEIROS SOUTO,SANTITREINOS,Masculino,M2529,55,0:35:03,1:38:50,2:59:44,3:39:38,3:40:00,5:14
899,3345,PAULO ANDRE AZEVEDO DA CAMARA,,Masculino,M3539,187,0:36:42,1:40:36,3:03:12,3:39:39,3:40:57,5:14
900,2382,AECIO ALVES RIBEIRO,VLOZ ASSESSORIA ESPORTIVA,Masculino,M3539,188,0:36:05,1:40:17,3:01:28,3:39:40,3:40:05,5:14
901,1425,JULIANO SCHWANCK LOPES,GPA,Masculino,M3539,189,0:38:27,1:42:13,2:59:50,3:39:46,3:43:11,5:14
902,2428,LUIZ LEITE GOMES,BODY FUN,Masculino,M5054,57,0:35:24,1:40:01,3:01:37,3:39:47,3:40:10,5:14
903,1887,MAURA HELENA SOUSA FERREIRA,CTP3,Feminino,F5054,6,0:38:47,1:47:02,3:06:47,3:39:51,3:40:25,5:14
904,2817,BRUNO FERNANDO BARRETTA VON AH,JOFREDOS,Masculino,M4044,189,0:38:09,1:42:38,3:02:41,3:39:52,3:40:25,5:14
905,1740,PAULO CESAR DIAS RODRIGUES,SIENA SOLAR RUNNING,Masculino,M5054,58,0:38:23,1:45:49,3:06:33,3:39:58,3:40:13,5:14
906,2188,ROSILENE SVERSUTTI,RUN LIMITES,Feminino,F4044,38,0:35:12,1:41:05,3:04:38,3:40:00,3:40:25,5:14
907,1890,VINICIUS FREITAS RIBEIRO,RUNNERSRIO ASSESSORIA ESPORTIVA,Masculino,M4549,114,0:37:35,1:42:19,3:03:14,3:40:00,3:41:45,5:14
908,1809,DENIS JOAO DA SILVA,MFT RUNNERS,Masculino,M4044,190,0:34:31,1:37:32,3:03:41,3:40:02,3:40:22,5:14
909,3310,PIERRY PATRIKY DA SILVA,,Masculino,M4044,191,0:38:55,1:46:10,3:07:24,3:40:12,3:42:08,5:14
910,931,JULIANO PEREIRA,42K ASSESSORIA ESPORTIVA,Masculino,M4549,115,0:31:52,1:29:29,2:55:48,3:40:13,3:40:50,5:14
911,2156,AUGUSTO OLIVEIRA ARRUDA FILHO,RUN UP,Masculino,M5054,59,0:37:12,1:44:09,3:05:20,3:40:14,3:41:48,5:14
912,1785,ANTONIO RICARDO SERAFIM,OSEIAS SANTOS RUN,Masculino,M4044,192,0:36:15,1:39:39,3:00:38,3:40:16,3:41:27,5:14
913,718,EDENILSON FLORIANO DO NASCIMENTO,LIFE 4 FUN,Masculino,M3539,190,0:28:12,1:24:05,2:48:37,3:40:18,3:40:28,5:14
914,2138,DIEGO ALEXANDRE LIRA DO NASCIMENTO,,Masculino,M3034,119,0:37:58,1:44:43,3:04:02,3:40:22,3:42:02,5:15
915,3219,TAYANNE GIL DE ALMEIDA,,Feminino,F3539,23,0:36:32,1:41:57,3:03:56,3:40:22,3:42:11,5:15
916,549,ALEX NASCIMENTO,EQUIPE TOP,Masculino,M3539,191,0:36:18,,3:00:09,3:40:24,3:41:25,5:15
917,1517,LUCAS RODRIGUES TAVARES,GRAE TEAM,Masculino,M2529,56,0:38:45,1:46:16,3:07:41,3:40:25,3:42:29,5:15
918,393,GABRIEL MANTOVANI DE OLIVEIRA,GABRIEL MANTOVANI,Masculino,M3034,120,0:30:52,1:30:35,2:56:51,3:40:27,3:40:31,5:15
919,1542,DAVI DA SILVA CARDOZO,NAVEGA RUN,Masculino,M2529,57,0:31:40,1:32:18,2:59:03,3:40:31,3:40:46,5:15
920,767,DIEGO PAZIN,,Masculino,M3539,192,0:36:35,1:42:46,3:05:13,3:40:37,3:42:12,5:15
921,1164,LUCIANA ROSSI MARCOLINO,BFL ESPORTES,Feminino,F3539,24,0:35:40,1:39:48,3:00:33,3:40:38,3:41:12,5:15
922,1361,IVANIR ROHLING,,Feminino,F4549,13,0:37:50,1:44:22,3:06:15,3:40:38,3:42:09,5:15
923,3132,LUCAS MARQUES MANTOVANI,CABRAL,Masculino,M4044,193,0:35:47,1:40:40,3:03:03,3:40:40,3:41:27,5:15
924,1993,MARIA ANTONIA VIEIRA MARTINS STARLING,BVTRI,Feminino,F3539,25,0:36:46,1:44:31,3:05:41,3:40:43,3:42:11,5:15
925,293,RAMON RIBEIRO SENA,TEAMBENITES,Masculino,M2529,58,0:38:01,1:43:50,3:04:43,3:40:46,3:41:39,5:16
926,1037,DANIELA CRISTINA DA SILVA PEREIRA,INOVERUNNERS,Feminino,F3539,26,0:37:21,1:43:03,3:05:25,3:40:52,3:42:23,5:16
927,1036,WELINGTON ALVES GUIMARAES,INOVERUNNERS,Masculino,M3539,193,,1:43:12,3:05:25,3:40:55,3:42:25,5:16
928,2189,ROBSON WELLINGTON DE ARAUJO BANDEIRA,TURBO RUNNERSCASCAVEL RUNNING,Masculino,M4044,194,0:33:19,1:32:28,2:56:16,3:41:01,3:41:16,5:16
929,1587,ANDERSON ALVES MACEDO,WINNES,Masculino,M4044,195,0:37:36,1:42:52,3:03:39,3:41:01,3:42:24,5:16
930,1441,ERIKA GAMBOA SOARES,GAMBOA SPORTS,Feminino,F4044,39,0:36:23,1:41:11,3:04:36,3:41:07,3:41:56,5:16
931,955,LUCAS MACHADO CATTARUZZI,CITIUS,Masculino,M3539,194,0:36:38,1:42:22,3:05:51,3:41:08,3:42:52,5:16
932,2030,CLAUDIANE GELINSKI,RUTZ,Feminino,F4549,14,0:37:13,1:43:22,3:05:32,3:41:10,3:42:21,5:16
933,361,RONIVON DA SILVA OLIVEIRA,,Masculino,M3539,195,0:34:11,1:35:27,2:56:24,3:41:13,3:41:56,5:16
934,583,ROSI MONICA GNADT DALLEGRAVE,,Feminino,F5054,7,0:36:19,1:42:22,3:03:15,3:41:14,3:41:49,5:16
935,302,RODRIGO DUARTE DE PAULA RIBAS,LION,Masculino,M4044,196,0:37:17,1:42:48,3:04:35,3:41:15,3:42:18,5:16
936,2621,MICHELLE STEINCK DA SILVA,CORRELAGES,Feminino,F3034,17,0:37:31,1:45:44,3:07:43,3:41:23,3:41:55,5:16
937,1501,KELTON WADSON SILVEIRA,STARK,Masculino,M4044,197,0:38:36,1:46:30,3:06:54,3:41:24,3:42:41,5:16
938,1881,CRISTIAN MANENTI,DOUGLAS TESSARO,Masculino,M4549,116,0:39:11,1:46:04,3:07:56,3:41:25,3:42:38,5:16
939,1145,MARIO ROBERTO BENTO,CORRER VIVER,Masculino,M5054,60,0:38:03,1:43:40,3:06:37,3:41:26,3:42:58,5:16
940,1408,IGOR LEONARDO LIMP BOA VIDA,CAROL FURRIELA,Masculino,M4044,198,0:36:17,1:40:15,3:02:30,3:41:27,3:42:15,5:16
941,970,CARLOS EDUARDO OLIVEIRA ANIBAL,,Masculino,M2024,16,0:31:48,1:36:24,3:03:45,3:41:28,3:41:35,5:16
942,2456,MAURO SERGIO DOS SANTOS,CORRER BEM ASSESSORIA,Masculino,M4549,117,0:38:05,1:44:20,3:06:16,3:41:29,3:43:27,5:16
943,3227,WALKER MENDES CARDOSO,TUBARAO RUNNERS,Masculino,M4549,118,0:36:23,1:39:46,3:01:19,3:41:30,3:43:17,5:16
944,333,VINICIUS VICENTE MACHADO PIRES,VINNIE RUN,Masculino,M2529,59,0:29:54,1:29:55,3:00:32,3:41:31,3:42:01,5:16
945,2687,LEANDRA REZENDE FELICIANO PALAZZO,LOBO ASSESSORIA,Feminino,F3539,27,0:37:29,1:44:10,3:06:08,3:41:32,3:43:04,5:16
946,1668,EDJANARA DE FRANCA ROCHA,TIME SAO JOAO RPF,Feminino,F4549,15,0:37:02,1:42:17,3:04:55,3:41:33,3:42:40,5:16
947,475,RODRIGO LACERDA PERUFO,PEGASUS,Masculino,M3539,196,0:34:01,1:36:20,2:59:05,3:41:35,3:42:34,5:17
948,1312,LUIZ CARLOS MARTINS MARTINS,,Masculino,M6064,12,0:32:50,1:33:24,2:56:53,3:41:36,3:41:49,5:17
949,602,WILIAN TONON DE MEIRA,,Masculino,M3539,197,0:37:50,1:45:36,3:07:12,3:41:39,3:43:22,5:17
950,2026,HENRIQUE DE JESUS JANDT,TEAM NOGUEZ,Masculino,M2024,17,0:38:22,1:46:43,3:10:06,3:41:40,3:43:18,5:17
951,2115,KAIO SANTOS DE MORAIS,THERUN,Masculino,M2529,60,0:38:30,1:44:25,3:06:22,3:41:40,3:44:24,5:17
952,1912,JOSE VALDEMAR DA SILVEIRA,ACADEMIA JR FITENNES,Masculino,M5559,19,0:32:48,1:34:05,3:01:01,3:41:45,3:41:59,5:17
953,2876,JUCEMAR CARDOSO DA SILVA,F6D,Masculino,M5559,20,0:35:57,1:40:00,3:01:43,3:41:50,3:44:02,5:17
954,754,JOAO BATISTA CAMPOS TEIXEIRA,FRANKNEY LOPES,Masculino,M4549,119,0:35:43,1:41:34,3:05:12,3:41:51,3:42:19,5:17
955,3538,FAUSTO FAE FRANCA,,Masculino,M4044,199,0:37:04,1:43:05,3:05:45,3:41:52,3:44:28,5:17
956,2928,CASSIO AUGUSTO MACANHAO,,Masculino,M3034,121,0:35:21,1:38:49,3:02:59,3:41:52,3:43:23,5:17
957,3493,ROGERIO NANINI MACANHAO,TEAM ERICO,Masculino,M3539,198,0:35:21,1:39:02,3:03:02,3:41:52,3:43:23,5:17
958,3163,THIAGO FRASSON,FS ASSESSORIA,Masculino,M4044,200,0:36:41,1:43:18,3:06:03,3:41:53,3:43:35,5:17
959,939,DARLISON FERNANDES CARVALHO DE ANDRADE,PEDAL RAIZ,Masculino,M3539,199,0:34:11,1:35:54,2:57:46,3:42:07,3:42:42,5:17
960,3273,ANDRE NEUBAUER,BALMAM PERFORMANCE,Masculino,M3539,200,0:35:58,1:40:36,3:02:35,3:42:08,3:42:27,5:17
961,3548,VANESSA SOMARIVA,FAMILY RUNNERS,Feminino,F3539,28,0:34:56,1:39:53,3:04:43,3:42:12,3:42:31,5:17
962,168,DANIELSON PINHEIRO BRIRO,JARDEL MOURA ASSESSORIA ESPORTIVA,Masculino,M3539,201,0:40:27,1:51:29,3:09:52,3:42:18,3:43:05,5:17
963,3274,GABRIEL ALMEIDA DOS SANTOS,,Masculino,M3539,202,0:38:42,1:43:59,3:05:17,3:42:23,3:43:52,5:17
964,2909,LEANDRO ABDALLA MIRANDA,CAROL FURRIELA,Masculino,M3539,203,0:37:23,1:42:34,3:04:49,3:42:25,3:43:58,5:18
965,1612,VANESSA FERREIRA MIRANDA,INDIVIDUAL,Feminino,F3034,18,0:38:48,1:44:15,3:05:46,3:42:27,3:44:21,5:18
966,2730,SILMARA MEIRA SENISKI,SILVANA MEIRA,Feminino,F4549,16,0:38:27,1:46:28,3:08:40,3:42:27,3:43:32,5:18
967,1220,FABIANO R LUCKTEMBERG,CDO,Masculino,M4549,120,0:37:37,1:44:44,3:06:16,3:42:28,3:43:41,5:18
968,1747,REGIS ROBERTO POHL FILHO,ATIVRUN,Masculino,M3034,122,0:39:01,1:47:18,3:08:34,3:42:29,3:45:36,5:18
969,244,LUCIANO TOMAZ ARAUJO,FARNEZI SANTE,Masculino,M4549,121,0:36:27,1:41:29,3:04:43,3:42:30,3:42:55,5:18
970,1802,ALANA BEDNARCHUK,BOTA PRA CORRER REBOUCAS,Feminino,F3034,19,0:34:58,1:38:07,3:03:49,3:42:41,3:43:43,5:18
971,1514,EDSON SILVESTRE BORGONOVI,EQUIPE BILU,Masculino,M6064,13,0:36:11,1:42:15,3:06:08,3:42:43,3:43:41,5:18
972,1068,ALEXIA BORGES,,Feminino,F2529,12,,1:45:28,3:07:40,3:42:46,3:44:24,5:18
973,215,JANDUIR RAMOS DA CUNHA,POLI RUNNING FRANCA SP,Masculino,M4044,201,0:36:03,1:41:41,3:04:06,3:42:47,3:43:57,5:18
974,2084,HELEN ROBERTA LIMA DE OLIVEIRA,HELEN ROBERTA PERSONAL TRAINNER,Feminino,F3034,20,0:36:20,1:41:49,3:05:20,3:42:47,3:44:31,5:18
975,1943,ALLAN FELIX SANCHES,OS TUCANOS,Masculino,M3539,204,0:36:18,1:41:33,3:01:50,3:42:48,3:43:14,5:18
976,1786,LEO SANTOS,,Masculino,M4044,202,0:37:58,1:44:34,3:07:11,3:42:49,3:44:01,5:19
977,833,ALUCHAN RAUL CARLOS,SOLO,Masculino,M3539,205,0:31:30,1:31:53,2:59:59,3:42:50,3:43:03,5:19
978,662,HENRIQUE RAMOS MONNERAT RODRIGUES,,Masculino,M3539,206,0:36:58,1:45:40,3:09:00,3:42:54,3:43:33,5:19
979,1023,FABIO DUARTE,MONSTROS RUN,Masculino,M4549,122,0:31:28,1:32:32,3:02:26,3:43:01,3:43:06,5:19
980,3494,JEAN PAULO D ABREU PEREIRA,AM ESPORTES,Masculino,M4044,203,0:34:15,1:36:57,3:00:09,3:43:04,3:43:48,5:19
981,1664,PEDRO HENRIQUE QUINT DOS SANTOS,ENDURANCE ON,Masculino,M2024,18,0:34:17,1:36:18,3:01:17,3:43:07,3:44:07,5:19
982,1947,ADAO SILVA,DOMINGORUN,Masculino,M5054,61,0:32:37,1:30:50,2:58:54,3:43:08,3:44:50,5:19
983,1803,JOSE CARLOS SANTANA JUNIOR,EQUIPE TIME,Masculino,M3034,123,0:38:37,1:45:55,3:08:02,3:43:11,3:45:19,5:19
984,177,EDUARDO CAUE MUNN MACHADO,CWB RUNNER,Masculino,M2529,61,0:37:38,1:43:19,3:06:05,3:43:11,3:44:47,5:19
985,664,ANTONIO SAMPAIO NETO,CLUBE INGA DE CORRIDA,Masculino,M3539,207,0:40:07,1:48:16,3:09:53,3:43:12,3:44:58,5:19
986,2613,GUSTAVO HUNHOFF,,Masculino,M3034,124,0:36:55,1:42:06,3:03:40,3:43:15,3:43:57,5:19
987,2038,NATIVO DA NATIVIDADE DE OLIVEIRA NETO,,Masculino,M2529,62,0:36:42,1:40:11,3:01:13,3:43:16,3:44:33,5:19
988,2050,JANICE SZOSTAK,CLANDESTINA,Feminino,F2024,1,0:37:11,1:43:05,3:06:21,3:43:16,3:46:01,5:19
989,1157,FELIPE YANEZ,,Masculino,M4044,204,0:39:02,1:47:14,3:09:33,3:43:17,3:45:41,5:19
990,775,RUY LINS WANDERLEY NETO,,Masculino,M3539,208,0:37:49,1:45:03,3:07:16,3:43:19,3:45:45,5:19
991,2538,MARIA TERESA CURI,,Feminino,F4044,40,0:38:01,1:45:16,3:08:06,3:43:21,3:44:24,5:19
992,962,FABIO LEMOS BASTOS,,Masculino,M4549,123,0:33:16,1:34:37,3:00:03,3:43:25,3:44:26,5:19
993,885,RENATO MILTON DA SILVA,,Masculino,M3539,209,0:35:39,1:43:30,3:08:18,3:43:35,3:45:03,5:19
994,747,MILTON DE MELLO RODRIGUES,GENTIL,Masculino,M5559,21,0:32:14,1:35:00,3:00:12,3:43:35,3:43:46,5:19
995,831,LUIZ CARLOS FAVERO JUNIOR,CARLOS FREITAS - BARRETOSSP,Masculino,M4044,205,0:37:37,1:43:40,3:06:02,3:43:43,3:45:15,5:20
996,1604,MARCIO DE PAULA FARIA,4RUN,Masculino,M4549,124,0:39:11,1:47:07,3:10:00,3:43:44,3:45:34,5:20
997,884,JOSE DALMEIDA GARRETT NETO,4RUN,Masculino,M3539,210,0:39:12,1:47:17,3:10:00,3:43:46,3:45:37,5:20
998,1453,ALINE SCHAFHAUSER GUIMARAES MACHADO,GOLD,Feminino,F3539,29,0:37:55,1:45:30,3:07:59,3:43:47,3:46:04,5:20
999,3527,BRUNO VILASBOAS PASSOS DORNELAS RIBEIRO,,Masculino,M4044,206,0:39:36,1:48:10,3:09:59,3:43:48,3:46:29,5:20
1000,1092,RENATO QUEIROZ DE ALMEIDA,,Masculino,M3539,211,0:39:12,1:49:29,3:12:20,3:43:49,3:45:22,5:20
1001,1288,DYOGO NEIS,JUST RUN,Masculino,M3539,212,0:35:43,1:40:06,3:07:01,3:43:50,3:44:52,5:20
1002,3374,BRUNO DO COUTO LEITE MENDES,,Masculino,M3539,213,0:38:02,1:44:47,3:06:59,3:43:52,3:45:05,5:20
1003,1247,EDER VICENTE VENDRUSCOLO,,Masculino,M3539,214,0:33:15,1:33:06,3:00:36,3:43:52,3:44:50,5:20
1004,2866,ALEX SANDRO VILANOVA,,Masculino,M4044,207,0:39:49,1:44:51,3:06:46,3:43:52,3:46:22,5:20
1005,2431,IVAN LEONCIO AMORIM,PACE SPORTS CENTRO DE TREINAMENTO,Masculino,M3539,215,0:37:39,1:45:16,3:07:23,3:43:56,3:44:56,5:20
1006,3585,SALOMAO ABDO AZIZ ISMAIL FILHO,,Masculino,M4549,125,0:37:44,1:45:40,3:09:48,3:43:57,3:44:35,5:20
1007,825,LUIS ROBERTO DAL PONT LODETTI,,Masculino,M4044,208,0:38:12,1:45:54,3:08:53,3:43:58,3:45:40,5:20
1008,3383,FERNANDA LANDIN,,Feminino,F4044,41,0:37:40,1:45:04,3:09:00,3:44:00,3:44:58,5:20
1009,2019,SAMUEL OLIVEIRA AMARAL,SAMUCAEMMOVIMENTO,Masculino,M3539,216,0:34:31,1:36:30,2:59:24,3:44:01,3:46:41,5:20
1010,2168,PAULO ROBERTO BULOW JUNIOR,RF TRIATHLON,Masculino,M4549,126,0:38:27,1:45:06,3:09:33,3:44:01,3:44:50,5:20
1011,2439,MARCIO TONDING FERREIRA,,Masculino,M4044,209,0:37:36,1:44:00,3:06:50,3:44:03,3:45:30,5:20
1012,1667,LIANE MACHADO DE SOUZA,GRAE TEAM,Feminino,F3539,30,0:39:12,1:47:14,3:10:27,3:44:03,3:46:07,5:20
1013,626,GABRIEL AUGUSTO DE FARIA REIS,RS ASSESSORIA ESPORTIVA,Masculino,M2529,63,0:36:58,1:43:32,3:07:03,3:44:03,3:45:26,5:20
1014,273,NEEMIAS ALVES DE CAMPOS,NEEMIAS,Masculino,M4044,210,0:36:11,1:45:58,3:09:29,3:44:03,3:45:17,5:20
1015,1702,RAFAEL HENRIQUE DE FARIA REIS,RS ASSESSORIA ESPORTIVA,Masculino,M2529,64,0:36:59,1:43:32,3:07:04,3:44:05,3:45:28,5:20
1016,2429,EVERTON ESCOBAR,PASSO A PASSO,Masculino,M4044,211,0:38:30,1:45:41,3:07:42,3:44:10,3:45:44,5:20
1017,3433,WILLIAM GOVEIA,220V,Masculino,M3034,125,0:36:53,1:42:55,3:06:35,3:44:15,3:45:55,5:20
1018,1423,FERNANDO HENRIQUE FERREIRA DE OLIVEIRA,MAR360,Masculino,M4044,212,0:35:26,1:40:49,3:06:43,3:44:15,3:44:24,5:20
1019,3460,MERLLON DE MELO FERNANDES SOUZA,AM ESPORTES,Masculino,M4549,127,0:34:14,1:37:58,3:03:19,3:44:15,3:44:59,5:20
1020,1977,MARCO FILIPE BARBOSA DA SILVA,ADEMIR PAULINO,Masculino,M3539,217,0:37:51,1:45:07,3:07:41,3:44:19,3:46:10,5:20
1021,2455,JOSE SILVA DE LISBOA,AMIGOS DE ALEX,Masculino,M4549,128,0:34:41,1:36:52,2:58:48,3:44:19,3:45:04,5:20
1022,1661,GABRIEL VICTOR PORTO LOUZADA,,Masculino,M3034,126,0:36:33,1:41:42,3:05:28,3:44:19,3:45:39,5:20
1023,2975,RENAN DEL BIANCO FERNANDES,NA,Masculino,M3034,127,0:32:32,1:32:22,2:56:48,3:44:20,3:44:38,5:20
1024,2545,MARCELO JUNJI WARAGAYA SAKO,NEXT LEVEL,Masculino,M4044,213,0:38:21,1:46:33,3:10:11,3:44:20,3:46:18,5:20
1025,945,VALQUIRIA MACIEL DE LARA,CORRE PG,Feminino,F3539,31,0:39:36,1:48:45,3:11:11,3:44:21,3:46:19,5:20
1026,483,JOSE MARIO VIPIEVSKI JUNIOR,ROMERO TRAINING ASSESSORIA ESPORTIVA,Masculino,M4044,214,0:38:37,1:47:05,3:10:05,3:44:21,3:44:54,5:20
1027,2372,LUCAS GIONEDIS,VIDA ATIVA RUNNING,Masculino,M3034,128,0:35:19,1:39:07,3:03:02,3:44:24,3:45:40,5:20
